transaction_id,account_type,amount,transaction_type,status,client,timestamp
117,Credit,200,,Completed,Kim,2025-02-01
798,Checking,nan,,Pending,Sarah,2025-02-01
794,Savings,3000,,Pending,,
144,Checking,200,Deposit,Failed,John,Invalid
717,Credit,200,,,Michael,2025-02-01
551,Savings,nan,,Completed,Sarah,
666,,100,Transfer,Pending,John,2025-02-01
688,Credit,200,Deposit,Completed,Sarah,
753,Savings,nan,,Completed,Kim,Invalid
422,,100,Withdrawal,Pending,John,
898,Checking,,,Completed,Kim,
369,Savings,100,,Failed,Alice,
646,Checking,,Deposit,,John,
558,,3000,Deposit,,Sarah,2025-02-01
50,Savings,nan,Deposit,,Alice,
678,,100,Transfer,Failed,Kim,2025-02-01
106,Credit,,,Failed,Kim,2025-02-01
216,Savings,,Transfer,Failed,Sarah,Invalid
658,,3000,Withdrawal,,Alice,
425,Savings,4500,,Completed,,
72,Checking,nan,Transfer,Failed,,
842,Savings,4500,Transfer,Pending,Michael,2025-02-01
785,,100,,Failed,Sarah,
759,Savings,nan,Deposit,Pending,Kim,2025-02-01
446,Credit,3000,,,John,Invalid
186,Savings,100,,Pending,Alice,
70,Checking,nan,,Failed,,2025-02-01
150,Savings,nan,Deposit,Failed,Michael,
246,,4500,,Completed,John,
774,,100,Transfer,,Alice,Invalid
538,Savings,3000,Withdrawal,Pending,,
652,Savings,3000,Transfer,,Sarah,
99,Credit,100,Withdrawal,Failed,,Invalid
278,,100,,Completed,Sarah,
563,,,,Failed,,
663,Checking,200,,Failed,Alice,
455,Savings,4500,Deposit,Failed,,
104,,100,,Pending,Michael,
601,Checking,100,Withdrawal,Failed,,
653,,200,Transfer,,Alice,
725,,200,,,John,
233,,nan,,Completed,John,Invalid
394,Checking,3000,,,,Invalid
501,,4500,Transfer,Failed,,2025-02-01
695,,nan,,Failed,Sarah,
251,,100,,,Alice,
521,,200,,Completed,Sarah,
79,,,Withdrawal,Completed,Michael,Invalid
52,Credit,3000,Withdrawal,,,
898,Checking,nan,Deposit,Pending,John,
781,,,Transfer,Pending,Kim,
226,,3000,,Pending,Kim,
51,Checking,,,Pending,Alice,Invalid
186,Checking,200,,,Alice,
34,Checking,nan,Deposit,Completed,Kim,Invalid
803,Checking,nan,,Failed,Alice,Invalid
742,Savings,3000,Transfer,Failed,John,2025-02-01
131,,,Deposit,,Michael,2025-02-01
632,Savings,200,Transfer,Failed,Michael,2025-02-01
443,,100,Deposit,Pending,Sarah,
838,,nan,,Completed,John,2025-02-01
759,,100,Deposit,,,
432,,200,Withdrawal,Completed,Alice,
704,Checking,nan,,,Alice,2025-02-01
497,Savings,nan,,,,
403,Checking,,,,Sarah,Invalid
323,,100,,,Sarah,
210,Savings,,,Completed,Alice,
615,Checking,4500,Withdrawal,Failed,Alice,Invalid
329,,100,,,,Invalid
372,Checking,100,Deposit,Pending,John,Invalid
460,,4500,,,,
133,Savings,200,,Completed,Sarah,Invalid
835,,200,Transfer,,,Invalid
651,Savings,nan,,Pending,,
121,,3000,,Completed,,
606,Savings,,,,John,2025-02-01
452,,3000,,Pending,,
129,,nan,,Completed,Alice,Invalid
91,Credit,3000,,,Kim,
604,Savings,100,,Pending,,
575,Savings,100,Transfer,Completed,Kim,
29,Checking,4500,Deposit,,,Invalid
722,,4500,,Completed,Alice,
524,Credit,nan,Withdrawal,Pending,Sarah,
333,,nan,,,Kim,Invalid
297,Checking,nan,Withdrawal,,Sarah,
130,Credit,100,,,Kim,
293,,3000,Transfer,Pending,Sarah,2025-02-01
173,Credit,,,Failed,,
720,Savings,nan,Deposit,,Kim,
24,Savings,nan,,Pending,Sarah,
99,Checking,100,,Completed,,2025-02-01
406,,,Deposit,Completed,John,Invalid
356,,100,,Pending,Sarah,2025-02-01
139,Credit,,Deposit,Failed,John,
503,Checking,100,,Pending,John,2025-02-01
826,,3000,Transfer,Completed,Alice,2025-02-01
174,Savings,nan,Transfer,Completed,,Invalid
29,Credit,200,,,,
496,,200,Withdrawal,Failed,John,2025-02-01
655,Savings,nan,,Pending,Michael,2025-02-01
828,Checking,nan,,Completed,,Invalid
351,,nan,,Completed,John,
554,Savings,nan,Transfer,Completed,Sarah,
299,,,Deposit,Pending,John,
720,,3000,,Pending,Sarah,
842,Checking,200,Deposit,Failed,Sarah,Invalid
192,Savings,4500,,,Michael,Invalid
672,Credit,200,Withdrawal,,John,
64,Savings,200,Transfer,,John,
755,,100,Withdrawal,Completed,Kim,2025-02-01
770,Checking,nan,,,,
664,Checking,nan,Transfer,Completed,Kim,Invalid
215,Credit,nan,,Failed,Alice,2025-02-01
834,Checking,100,Withdrawal,Completed,Sarah,2025-02-01
166,Checking,3000,,Failed,Michael,Invalid
543,Checking,3000,,Failed,Kim,2025-02-01
883,Checking,4500,Deposit,,John,
232,Checking,3000,,,Alice,Invalid
794,,3000,,Completed,Michael,
541,Savings,nan,Withdrawal,Pending,,Invalid
195,,,Withdrawal,,John,
506,Checking,200,Transfer,,John,
334,,3000,Transfer,Pending,,Invalid
768,,3000,Deposit,Pending,Sarah,Invalid
793,,100,,,Sarah,
304,Checking,4500,Deposit,Pending,Kim,
833,,,Deposit,Completed,Kim,2025-02-01
437,Checking,100,Withdrawal,Failed,John,Invalid
323,Credit,nan,Deposit,Failed,,Invalid
502,Credit,200,Deposit,,John,2025-02-01
858,Credit,4500,,,Kim,Invalid
393,,100,Transfer,Completed,,2025-02-01
806,Credit,3000,Transfer,Pending,Kim,2025-02-01
599,,3000,,,John,Invalid
149,,4500,Transfer,Failed,Michael,
761,,3000,,Completed,John,
833,Checking,100,,Completed,Michael,Invalid
405,Savings,100,Transfer,Pending,Michael,
283,Checking,3000,,,John,2025-02-01
362,Checking,3000,Transfer,,,
379,Checking,nan,Transfer,Completed,,Invalid
198,Checking,200,,Failed,Alice,Invalid
556,Savings,4500,Deposit,,Kim,
356,Credit,100,Deposit,Failed,,Invalid
540,Checking,4500,Deposit,Completed,Sarah,
429,,nan,Deposit,,John,
17,,100,Transfer,Failed,Michael,2025-02-01
639,,nan,Withdrawal,Completed,John,
379,,nan,,Failed,Kim,
680,Checking,,Withdrawal,,,
506,Savings,3000,Withdrawal,Pending,,
756,Credit,,,Failed,,2025-02-01
899,,4500,Deposit,Pending,,2025-02-01
76,Credit,4500,Transfer,,Michael,2025-02-01
231,Savings,3000,Deposit,Pending,Sarah,
716,,,Deposit,Completed,Sarah,
248,Credit,4500,Withdrawal,Pending,,
302,Savings,,,Failed,Sarah,2025-02-01
726,Credit,3000,Deposit,Failed,,
215,Checking,100,,Pending,,
158,Savings,nan,,Completed,Alice,
69,Credit,nan,Deposit,,Michael,
393,Checking,,Withdrawal,Pending,,
85,Checking,4500,Withdrawal,Failed,Michael,Invalid
267,Savings,,Transfer,Failed,,2025-02-01
69,,,,Pending,,
611,,200,Withdrawal,Pending,,
347,Savings,nan,Transfer,Pending,,Invalid
728,Checking,3000,,,,
673,Checking,,,Failed,Alice,Invalid
423,Savings,200,,Failed,Michael,
606,,200,Deposit,Failed,,
174,,nan,,,Alice,
677,Credit,nan,Transfer,Completed,John,
115,Savings,nan,,Failed,,
220,,3000,Deposit,Failed,Kim,
31,,200,Transfer,Completed,,Invalid
523,Checking,4500,Transfer,,Sarah,2025-02-01
343,Credit,3000,Withdrawal,Completed,Alice,
377,Savings,100,,Completed,Alice,Invalid
130,Checking,,,Completed,,Invalid
617,Checking,nan,Withdrawal,Completed,Alice,Invalid
539,,200,,,John,
739,,,Deposit,,Alice,
2,Savings,3000,,Completed,Kim,Invalid
871,Savings,100,Withdrawal,Pending,Kim,
101,Savings,3000,Transfer,Pending,,Invalid
533,Checking,3000,Withdrawal,Pending,,
58,,4500,,Pending,Sarah,
389,Credit,,Deposit,Failed,John,
692,Checking,4500,,,Kim,2025-02-01
341,Credit,3000,Transfer,,,
861,,100,Transfer,Completed,Michael,2025-02-01
20,,200,Transfer,Failed,Michael,Invalid
255,Savings,200,Transfer,Completed,Michael,
317,Credit,,Withdrawal,Completed,,
38,Checking,nan,Transfer,,,
660,Credit,nan,Transfer,Failed,Alice,2025-02-01
537,,200,Withdrawal,Pending,,2025-02-01
386,Savings,3000,Transfer,,Alice,Invalid
633,Credit,3000,,Failed,Michael,
26,,4500,,Failed,Sarah,
454,Checking,,,,Sarah,2025-02-01
681,,4500,,,Alice,
323,Checking,nan,Deposit,Completed,Michael,
737,Savings,200,Deposit,Completed,,
513,Checking,3000,Deposit,Completed,Sarah,2025-02-01
819,Checking,200,Withdrawal,Pending,Alice,Invalid
773,Checking,100,,,,2025-02-01
13,Checking,200,Deposit,Failed,Michael,2025-02-01
560,Savings,100,,,John,
825,,4500,Withdrawal,Failed,Michael,2025-02-01
371,Credit,4500,,Pending,,
291,,nan,,,Michael,Invalid
332,Credit,200,Transfer,Failed,,
606,Credit,200,,Failed,,Invalid
261,,100,Transfer,Completed,Kim,Invalid
790,Savings,4500,Withdrawal,Pending,Kim,Invalid
871,,100,,,,2025-02-01
205,Savings,4500,,Completed,,
697,Credit,100,Withdrawal,Pending,John,
687,Savings,4500,Withdrawal,Completed,John,2025-02-01
387,,100,Deposit,,Michael,Invalid
892,,4500,,Failed,,
821,,,,,Sarah,2025-02-01
468,Credit,100,,Pending,,
415,,200,Withdrawal,,John,Invalid
69,Credit,nan,Withdrawal,Pending,Michael,
472,,,,Completed,,
104,Credit,,Withdrawal,Pending,Alice,Invalid
758,,100,Transfer,Failed,Kim,
161,,nan,Transfer,Failed,,2025-02-01
200,Credit,200,Transfer,Failed,Sarah,
216,,,Transfer,Completed,Michael,
212,,200,,Pending,,2025-02-01
508,Credit,4500,,Completed,,
16,,nan,Transfer,,Alice,
498,,3000,Withdrawal,,Kim,
884,,4500,Transfer,,Alice,
332,,nan,,,Michael,
717,,100,Withdrawal,Failed,John,Invalid
877,Credit,100,Transfer,Pending,Kim,
551,,200,,Failed,Alice,Invalid
601,,,Withdrawal,Pending,John,2025-02-01
256,Savings,3000,Withdrawal,Pending,Sarah,Invalid
766,,100,,Completed,Michael,Invalid
728,,nan,Withdrawal,,Michael,Invalid
880,Savings,,Transfer,Pending,Kim,Invalid
815,,,Withdrawal,,Alice,Invalid
172,Checking,nan,Transfer,,Sarah,2025-02-01
649,Checking,,,,,2025-02-01
498,,100,Deposit,Failed,Kim,Invalid
471,,nan,,,,Invalid
384,Checking,nan,Transfer,Pending,Kim,
690,Credit,200,,Failed,Alice,2025-02-01
589,Credit,3000,,,Sarah,
700,Savings,200,,Completed,Alice,2025-02-01
507,,3000,,,Michael,
527,,nan,Transfer,,,
804,Checking,,Transfer,Failed,John,Invalid
831,,3000,Deposit,Pending,,
325,,nan,Withdrawal,,Michael,Invalid
214,Checking,nan,,Failed,Michael,2025-02-01
208,Checking,200,Transfer,Failed,,Invalid
169,,200,,Pending,Kim,
330,Checking,,,Failed,Michael,
280,Savings,4500,Withdrawal,Pending,,
305,Savings,100,Deposit,Completed,Sarah,2025-02-01
146,,4500,,,Michael,
775,,4500,Withdrawal,Failed,Sarah,
516,Savings,,Deposit,Completed,Alice,2025-02-01
90,Savings,3000,,Failed,Kim,2025-02-01
453,,,Withdrawal,Failed,Sarah,
60,Credit,,Transfer,Completed,Michael,
311,Checking,nan,,Failed,Kim,
528,Savings,nan,Withdrawal,Failed,,
227,Credit,nan,Deposit,Completed,Kim,
474,,100,Withdrawal,Failed,Sarah,
541,Credit,3000,Transfer,Pending,Sarah,
663,,3000,,Failed,John,
757,,nan,,,John,
782,,4500,,Failed,Kim,
79,Credit,100,Transfer,,,
433,,4500,Deposit,,,
801,Savings,200,,Failed,John,
153,Credit,3000,Deposit,Completed,Michael,Invalid
789,Savings,3000,Withdrawal,Pending,Alice,2025-02-01
401,Credit,4500,Deposit,Pending,Kim,2025-02-01
279,Savings,100,Deposit,Failed,Alice,
57,Credit,3000,,Completed,John,2025-02-01
186,,4500,,Completed,Sarah,
398,Checking,,,Pending,,
605,,,Transfer,Completed,Kim,Invalid
788,Savings,100,Transfer,Failed,John,2025-02-01
158,,4500,,Failed,Michael,2025-02-01
787,,,Withdrawal,Completed,,
693,Checking,100,,Failed,Kim,Invalid
359,Savings,nan,,,Kim,Invalid
440,,100,Withdrawal,Pending,,Invalid
589,Credit,200,Withdrawal,Failed,Sarah,
466,,nan,,Completed,Kim,2025-02-01
663,Savings,4500,Transfer,Pending,Sarah,2025-02-01
446,,nan,Withdrawal,Failed,John,Invalid
750,Savings,nan,Transfer,Pending,Michael,
801,Credit,4500,Deposit,Completed,,
743,Checking,4500,,,,
488,,,,,Michael,Invalid
530,Savings,200,,Failed,Kim,
73,Savings,4500,,,Kim,Invalid
701,Savings,3000,Deposit,Failed,John,Invalid
17,Checking,3000,,Pending,,Invalid
531,Savings,200,Deposit,Failed,,
731,,100,,Failed,,Invalid
326,,100,Withdrawal,Failed,Sarah,
632,Savings,3000,,,,
613,,4500,Deposit,Failed,Michael,2025-02-01
546,,200,,Completed,,2025-02-01
596,,100,,Failed,,
708,Savings,100,,Pending,Sarah,
842,Credit,nan,Transfer,Completed,John,
202,,3000,Deposit,Pending,Michael,
344,Checking,4500,Deposit,Pending,,
853,Savings,200,,Pending,Michael,
523,Checking,100,Withdrawal,Completed,,Invalid
859,Credit,nan,,Completed,Alice,2025-02-01
400,Checking,3000,Transfer,,John,
218,Savings,3000,,Completed,John,Invalid
445,Savings,200,Transfer,Failed,Alice,
765,Credit,100,Withdrawal,Pending,Sarah,Invalid
222,Savings,200,,,,
383,Credit,200,Deposit,Completed,,2025-02-01
881,Credit,,,Pending,,2025-02-01
592,Savings,nan,Withdrawal,Completed,,
7,,3000,Deposit,,,Invalid
272,Credit,,Transfer,Completed,,
739,Savings,4500,,Completed,,Invalid
16,,3000,,Pending,,2025-02-01
424,Credit,3000,,Failed,Alice,
524,,nan,Transfer,Completed,John,
803,,4500,Withdrawal,,Sarah,Invalid
753,,100,,Completed,Michael,Invalid
21,,4500,Transfer,Completed,,
690,Credit,100,,Failed,Alice,2025-02-01
228,Savings,4500,Deposit,Pending,,
785,Checking,200,,,Sarah,
288,Savings,4500,,Pending,Sarah,Invalid
809,Checking,,Transfer,Pending,Sarah,
134,Checking,,,Pending,Alice,
283,Credit,nan,Transfer,Completed,Michael,
404,,100,Deposit,Failed,,2025-02-01
665,Savings,3000,Transfer,Completed,Sarah,Invalid
66,,nan,Withdrawal,,Alice,Invalid
649,,,,Failed,,Invalid
604,Credit,,,Pending,John,2025-02-01
437,Credit,100,Deposit,Failed,,Invalid
829,,,,,Alice,
259,Savings,,Transfer,Completed,Alice,Invalid
103,,100,Withdrawal,Completed,Alice,Invalid
567,Savings,,Transfer,Pending,Sarah,Invalid
769,Checking,3000,,Completed,Alice,2025-02-01
101,Credit,200,Deposit,Completed,John,
198,Savings,nan,,,Sarah,
813,,3000,,Failed,,
226,,3000,Deposit,Completed,John,
463,Credit,200,,,Kim,
237,,nan,Withdrawal,,,Invalid
26,,3000,Transfer,Pending,Alice,Invalid
121,Savings,,,,,Invalid
506,,200,Deposit,Pending,,2025-02-01
182,Credit,nan,,Completed,Sarah,Invalid
711,Savings,4500,,Pending,,2025-02-01
814,Checking,100,,,,
767,,,Deposit,Failed,Sarah,Invalid
634,,200,Deposit,Failed,,Invalid
543,Savings,100,,Completed,Alice,
315,,4500,Transfer,Completed,Michael,
797,,3000,,Failed,Michael,Invalid
618,Credit,3000,,Pending,John,2025-02-01
736,,nan,Withdrawal,Completed,Alice,
273,Checking,200,,,,
232,,200,Deposit,Completed,Alice,
420,,nan,,Pending,Kim,2025-02-01
768,,100,Withdrawal,Completed,Michael,
442,Savings,3000,,,,2025-02-01
496,,3000,,,,
24,,200,Withdrawal,,,
109,Savings,200,,Pending,Michael,2025-02-01
703,Credit,nan,,Pending,Alice,
502,Savings,4500,,,,2025-02-01
859,Checking,100,Transfer,,John,Invalid
25,Savings,,,Pending,,
187,Credit,4500,Withdrawal,Pending,Alice,
288,,4500,Transfer,Pending,John,
628,Savings,200,,Failed,,Invalid
338,Savings,200,Transfer,Pending,Michael,2025-02-01
878,Savings,200,Withdrawal,,Kim,2025-02-01
37,Savings,4500,,Failed,Sarah,
794,Credit,100,Deposit,Pending,Michael,2025-02-01
137,,200,Withdrawal,,John,
508,,3000,,Completed,Alice,
227,Savings,100,,Failed,,
320,Credit,3000,Withdrawal,,,
840,Credit,100,,Completed,Michael,
182,Savings,200,Withdrawal,,,2025-02-01
874,Checking,,Deposit,Pending,,2025-02-01
86,Savings,nan,Withdrawal,Pending,Kim,2025-02-01
467,Checking,200,,Completed,,Invalid
53,Savings,4500,,Pending,John,
860,Checking,,Transfer,,,
867,Checking,4500,,Completed,,2025-02-01
235,Savings,100,,,Alice,Invalid
779,Checking,4500,Withdrawal,,Sarah,
799,,,,,,
433,,,,Pending,John,
496,Credit,200,Deposit,Pending,Alice,2025-02-01
100,Checking,3000,Withdrawal,,,
599,Checking,200,,Failed,Sarah,
403,Credit,100,,,Alice,Invalid
396,Checking,4500,Transfer,,Sarah,
527,Credit,3000,,Completed,Sarah,
415,Savings,nan,Deposit,,Sarah,
613,,,Deposit,Pending,Alice,
677,,3000,,Completed,,2025-02-01
463,,3000,,Failed,Sarah,2025-02-01
541,Checking,200,,Completed,,2025-02-01
626,,nan,,Failed,,
619,Savings,,Transfer,Completed,,Invalid
364,,100,,Completed,John,Invalid
130,Savings,100,Withdrawal,Failed,Kim,
84,Savings,3000,Transfer,Pending,,Invalid
271,Checking,3000,,Pending,,Invalid
244,Savings,4500,,Pending,Kim,
388,,nan,Deposit,Completed,Sarah,2025-02-01
214,,,,,Kim,
818,,3000,Transfer,Completed,Kim,2025-02-01
166,Checking,4500,,,Sarah,2025-02-01
791,,nan,Transfer,,,Invalid
59,Credit,,Withdrawal,Pending,Sarah,Invalid
602,,100,,,John,2025-02-01
883,Credit,4500,,Completed,Michael,2025-02-01
843,Credit,nan,,Completed,Alice,Invalid
504,Checking,4500,,Pending,Sarah,
706,Savings,3000,Deposit,Failed,Sarah,2025-02-01
123,Credit,200,Deposit,Completed,Kim,2025-02-01
648,,100,,,John,2025-02-01
413,Savings,3000,,Completed,,Invalid
139,,3000,Withdrawal,Completed,,
229,,nan,,Completed,Kim,2025-02-01
274,Savings,4500,,Failed,,2025-02-01
439,Savings,100,Deposit,,Sarah,2025-02-01
562,,3000,Withdrawal,Pending,Sarah,
118,Checking,nan,,Completed,Kim,
714,,100,Withdrawal,,Sarah,2025-02-01
483,,4500,,,,2025-02-01
395,Checking,3000,Transfer,Pending,Michael,
703,Savings,,Withdrawal,Completed,Alice,
876,,3000,Withdrawal,Failed,Alice,
460,,3000,Deposit,,Alice,2025-02-01
835,,100,,Pending,Michael,2025-02-01
693,Checking,100,Withdrawal,Failed,Sarah,2025-02-01
78,,100,,,Kim,2025-02-01
412,Checking,100,Deposit,Completed,,Invalid
75,Savings,nan,,,John,Invalid
295,Checking,200,Deposit,Failed,Sarah,Invalid
793,Checking,nan,Deposit,Failed,Michael,
21,,3000,,Completed,,
171,,nan,,Completed,Michael,2025-02-01
15,,4500,Transfer,Pending,,
211,Credit,,,Completed,Alice,Invalid
560,Checking,100,Deposit,Pending,Sarah,2025-02-01
86,Credit,4500,Transfer,Failed,,2025-02-01
149,,,Withdrawal,Failed,Alice,
700,,4500,Withdrawal,,John,
372,,3000,,,,
480,,100,Transfer,Pending,Alice,Invalid
818,,4500,,Completed,John,
151,Savings,3000,Transfer,Completed,Michael,Invalid
141,Checking,100,,,Alice,
69,,200,,Failed,Alice,
260,,3000,,Pending,Kim,2025-02-01
846,,nan,Withdrawal,Failed,,
521,,100,Transfer,Failed,,
633,,4500,,Completed,,2025-02-01
371,Credit,,,Pending,Michael,
419,Checking,4500,Withdrawal,Failed,Kim,Invalid
101,Checking,nan,,,,Invalid
661,Savings,nan,Transfer,,John,
658,Savings,4500,Withdrawal,Completed,,Invalid
865,Savings,,Transfer,,John,
243,Checking,100,Transfer,,Michael,2025-02-01
753,Credit,3000,Transfer,Failed,,
512,Checking,nan,Withdrawal,,John,2025-02-01
849,Checking,nan,,,Michael,
555,Checking,nan,Deposit,Failed,,
95,Checking,,,Completed,John,2025-02-01
226,Credit,200,Withdrawal,Completed,Sarah,Invalid
518,Savings,,Deposit,Pending,Alice,Invalid
214,,100,Deposit,,,Invalid
718,Savings,100,Deposit,Failed,,Invalid
67,Savings,100,,Pending,,2025-02-01
396,,100,Withdrawal,Completed,Sarah,
612,Checking,100,,Completed,Michael,
12,Credit,4500,Deposit,Failed,Michael,2025-02-01
237,Credit,nan,,Pending,,Invalid
834,Savings,,,Pending,Sarah,Invalid
770,,4500,Withdrawal,Failed,,2025-02-01
399,,,Transfer,Failed,Alice,
407,Checking,200,,Pending,Alice,2025-02-01
849,Savings,3000,,Completed,Kim,2025-02-01
480,Credit,nan,Deposit,,John,
647,,200,Deposit,Completed,Kim,2025-02-01
222,,4500,Deposit,Failed,Alice,
156,Savings,3000,,Pending,Sarah,
654,,200,,Pending,John,2025-02-01
428,Credit,,Deposit,,Sarah,2025-02-01
158,Savings,3000,Withdrawal,Pending,Kim,Invalid
416,,,,,Michael,2025-02-01
326,,200,Transfer,Completed,Sarah,Invalid
371,Checking,4500,,Completed,Kim,Invalid
344,Credit,,,Pending,Kim,Invalid
262,Credit,3000,Withdrawal,Pending,Kim,
283,,200,Transfer,Failed,Michael,
850,Savings,,Transfer,Failed,Michael,Invalid
856,,4500,,Pending,,2025-02-01
