sale_id,product,unit_price,quantity,region,sales_person,date,total_price
69,Camera,500.0,4,Mombasa,Kelvin,,2000.0
47,Laptop,1200.0,,Nairobi,Kelvin,Not Available,
94,,500.0,3,,James,,1500.0
750,Laptop,1200.0,3,Nairobi,Mary,,3600.0
453,Tablet,2000.0,5,Nairobi,Mary,,10000.0
204,Camera,50.0,2,,James,2025-01-05,100.0
218,,1200.0,3,Nairobi,Mary,Not Available,3600.0
474,,100.0,,Kisumu,Susan,2025-01-05,
432,Phone,500.0,5,Nairobi,James,,2500.0
341,Headphones,1200.0,4,Kisumu,Susan,2025-01-01,4800.0
551,Phone,1200.0,,,Mary,,
612,,2000.0,5,Kisumu,James,2025-01-05,10000.0
289,Camera,500.0,,,Mary,,
254,Laptop,50.0,3,,James,2025-01-01,150.0
734,Laptop,2000.0,4,Kisumu,Mary,,8000.0
357,Camera,50.0,5,Mombasa,Susan,2025-01-05,250.0
23,,2000.0,1,Nakuru,Susan,,2000.0
762,,500.0,4,Nairobi,Mary,2025-01-05,2000.0
522,Laptop,,1,,James,,
758,,500.0,,Nakuru,Kelvin,,
100,Laptop,500.0,2,Nairobi,Susan,,1000.0
180,Laptop,50.0,4,Nairobi,Susan,2025-01-05,200.0
223,Headphones,50.0,,,,2025-01-05,
762,Headphones,500.0,1,Nairobi,Kelvin,2025-01-01,500.0
659,Tablet,500.0,3,,Mary,,1500.0
442,Phone,500.0,3,Nairobi,James,2025-01-01,1500.0
608,Camera,50.0,2,Kisumu,,,100.0
769,Camera,500.0,4,Nakuru,Mary,2025-01-05,2000.0
325,Camera,500.0,4,Kisumu,Brian,,2000.0
516,Tablet,150.0,4,,Susan,,600.0
16,Headphones,,,Nairobi,Brian,Not Available,
792,,100.0,2,,Susan,Not Available,200.0
336,,,4,,Susan,,
759,,150.0,,Kisumu,Brian,2025-01-05,
258,,100.0,3,Kisumu,Brian,,300.0
497,Tablet,2000.0,1,Mombasa,Mary,Not Available,2000.0
160,,500.0,,Nairobi,,2025-01-05,
475,Camera,150.0,3,,,,450.0
664,Phone,2000.0,3,Kisumu,Brian,,6000.0
690,Laptop,500.0,1,Kisumu,Mary,,500.0
675,,50.0,3,,,,150.0
380,Headphones,1200.0,2,,Mary,2025-01-05,2400.0
545,Headphones,150.0,1,,Mary,,150.0
691,Tablet,50.0,3,Nairobi,Susan,,150.0
427,Headphones,150.0,5,Mombasa,,Not Available,750.0
613,Camera,150.0,,Kisumu,,,
268,,50.0,3,Mombasa,Susan,Not Available,150.0
577,,100.0,2,,Brian,Not Available,200.0
417,Camera,,4,,Susan,,
168,Tablet,500.0,3,Nakuru,,Not Available,1500.0
43,Camera,150.0,4,Nairobi,,,600.0
556,,500.0,5,Nakuru,Brian,Not Available,2500.0
285,Phone,1200.0,3,Nakuru,Susan,,3600.0
397,Tablet,50.0,1,Nakuru,James,Not Available,50.0
12,Phone,500.0,4,Nairobi,James,,2000.0
607,Laptop,50.0,5,Nairobi,Brian,Not Available,250.0
302,Phone,500.0,1,,Susan,Not Available,500.0
253,Laptop,,1,Mombasa,Susan,2025-01-05,
499,Laptop,,1,Mombasa,Mary,,
754,Phone,,1,,,,
35,Tablet,,3,,Kelvin,,
727,,,,,Brian,2025-01-01,
90,Camera,,3,Nakuru,Kelvin,Not Available,
776,Camera,50.0,3,,Kelvin,,150.0
605,,150.0,5,Kisumu,Brian,2025-01-01,750.0
602,,500.0,5,Mombasa,Susan,2025-01-05,2500.0
418,,,,,Brian,,
115,Laptop,50.0,5,Kisumu,Kelvin,,250.0
617,Laptop,50.0,2,Kisumu,,2025-01-01,100.0
196,Tablet,50.0,,Kisumu,,Not Available,
501,Headphones,150.0,5,,,2025-01-05,750.0
626,Phone,500.0,,,Susan,,
493,Laptop,150.0,3,Kisumu,James,Not Available,450.0
75,Camera,100.0,3,,Brian,2025-01-05,300.0
413,Tablet,2000.0,,Nakuru,,,
376,Phone,50.0,2,Kisumu,Brian,,100.0
420,Tablet,100.0,2,Nakuru,,2025-01-05,200.0
729,Phone,1200.0,,Nakuru,Susan,2025-01-01,
277,Phone,,5,Kisumu,James,2025-01-05,
761,,2000.0,4,Mombasa,James,2025-01-05,8000.0
676,Laptop,,2,Kisumu,,2025-01-01,
394,Tablet,150.0,1,Kisumu,Susan,2025-01-01,150.0
457,Tablet,2000.0,3,,Mary,Not Available,6000.0
192,,500.0,,Kisumu,Brian,Not Available,
739,Camera,100.0,1,Mombasa,Brian,2025-01-01,100.0
689,Camera,500.0,,,Kelvin,,
99,,150.0,3,Nairobi,Susan,,450.0
548,Laptop,,3,Nairobi,Kelvin,2025-01-05,
96,Laptop,2000.0,2,Nakuru,,,4000.0
664,Headphones,500.0,2,Nakuru,Kelvin,2025-01-05,1000.0
663,,500.0,1,Mombasa,James,2025-01-05,500.0
190,Camera,,,,Brian,,
736,Phone,2000.0,3,Nairobi,Kelvin,2025-01-01,6000.0
37,Tablet,100.0,1,Nakuru,James,,100.0
780,Laptop,,4,Nairobi,Susan,2025-01-05,
369,Tablet,500.0,1,Mombasa,Kelvin,,500.0
695,Tablet,100.0,5,Mombasa,,Not Available,500.0
525,Headphones,100.0,1,,,2025-01-05,100.0
279,Camera,,5,,,,
217,Laptop,500.0,5,,Brian,2025-01-01,2500.0
798,Tablet,150.0,5,Mombasa,Kelvin,2025-01-05,750.0
273,Laptop,500.0,4,Nakuru,Susan,2025-01-05,2000.0
62,Phone,50.0,1,Nairobi,Kelvin,,50.0
596,Headphones,2000.0,1,Kisumu,Brian,Not Available,2000.0
729,Phone,1200.0,4,,James,Not Available,4800.0
342,Laptop,150.0,3,Kisumu,Brian,2025-01-01,450.0
397,,100.0,2,Nakuru,,,200.0
699,Laptop,150.0,1,,James,2025-01-01,150.0
19,Camera,2000.0,2,Kisumu,,2025-01-05,4000.0
177,Tablet,100.0,,Nakuru,Mary,2025-01-05,
612,Tablet,2000.0,,Nairobi,Brian,Not Available,
396,Phone,100.0,4,Nakuru,Brian,,400.0
445,Headphones,150.0,,,Susan,,
233,,100.0,,,Kelvin,,
76,,100.0,3,Mombasa,James,2025-01-05,300.0
265,Tablet,50.0,3,Nairobi,James,,150.0
455,Camera,500.0,3,Kisumu,Susan,,1500.0
796,Phone,500.0,,,Susan,,
718,Phone,1200.0,4,Mombasa,Kelvin,,4800.0
735,,1200.0,5,Nakuru,,2025-01-05,6000.0
384,Camera,50.0,5,Mombasa,Kelvin,,250.0
564,Headphones,1200.0,2,,Brian,,2400.0
506,Camera,2000.0,5,,,2025-01-05,10000.0
367,Headphones,150.0,5,,Mary,,750.0
144,Camera,,3,,Kelvin,,
69,Camera,2000.0,3,Mombasa,Susan,,6000.0
99,Laptop,,,Nakuru,,2025-01-05,
396,Phone,,2,Mombasa,Kelvin,,
25,Camera,50.0,1,,James,2025-01-01,50.0
469,,2000.0,2,,Mary,2025-01-01,4000.0
484,Camera,50.0,2,Kisumu,Brian,2025-01-05,100.0
565,Tablet,100.0,4,,James,,400.0
151,Phone,,,Kisumu,James,,
144,Tablet,150.0,4,Nairobi,Mary,,600.0
569,Phone,1200.0,2,,Brian,2025-01-05,2400.0
39,Tablet,150.0,2,Kisumu,Susan,2025-01-05,300.0
109,Camera,1200.0,2,Mombasa,,2025-01-01,2400.0
693,Camera,,5,,Brian,Not Available,
42,Laptop,,4,,Kelvin,2025-01-05,
186,,,2,Nakuru,James,Not Available,
398,Tablet,50.0,3,Mombasa,Kelvin,2025-01-05,150.0
223,Headphones,2000.0,,Nakuru,Susan,,
634,Laptop,1200.0,,Kisumu,Kelvin,,
133,Tablet,2000.0,3,Nairobi,Brian,2025-01-01,6000.0
163,Tablet,50.0,,Mombasa,Kelvin,2025-01-01,
215,Laptop,50.0,5,Mombasa,Susan,Not Available,250.0
733,Camera,500.0,5,Mombasa,Susan,2025-01-05,2500.0
235,Tablet,150.0,1,Nakuru,Susan,,150.0
658,Camera,150.0,1,Kisumu,Brian,2025-01-01,150.0
751,Laptop,100.0,1,Mombasa,Susan,,100.0
588,Camera,50.0,,Mombasa,James,,
9,Phone,1200.0,5,,Susan,2025-01-05,6000.0
74,Headphones,500.0,5,Nairobi,Kelvin,Not Available,2500.0
492,,500.0,5,,,2025-01-05,2500.0
253,Tablet,2000.0,3,,Kelvin,2025-01-01,6000.0
230,,150.0,5,Nairobi,,,750.0
519,Headphones,50.0,3,Kisumu,Kelvin,2025-01-05,150.0
174,,100.0,1,,Brian,2025-01-05,100.0
653,Camera,50.0,1,Kisumu,Kelvin,2025-01-05,50.0
168,Tablet,2000.0,,,Brian,2025-01-01,
170,Camera,,1,,Brian,Not Available,
393,Phone,50.0,,Nairobi,Susan,2025-01-05,
795,Laptop,2000.0,2,,James,2025-01-01,4000.0
634,Tablet,,2,,,,
194,,,4,Nakuru,Susan,,
517,,100.0,,,Susan,2025-01-01,
29,Phone,1200.0,4,Mombasa,Brian,,4800.0
165,Phone,150.0,4,,Brian,2025-01-05,600.0
422,Tablet,50.0,2,,,2025-01-05,100.0
339,Camera,,,Kisumu,Kelvin,2025-01-01,
648,,50.0,2,Nakuru,Kelvin,,100.0
496,,1200.0,4,,Susan,2025-01-05,4800.0
365,,150.0,,Mombasa,Mary,,
342,Phone,1200.0,4,,Mary,Not Available,4800.0
500,Headphones,150.0,5,Nakuru,Kelvin,Not Available,750.0
657,Phone,500.0,,,Mary,2025-01-05,
511,,150.0,,Nakuru,Kelvin,,
327,Camera,100.0,4,Mombasa,Brian,2025-01-05,400.0
217,Camera,1200.0,5,,Susan,,6000.0
301,Headphones,,3,Nakuru,James,,
132,,500.0,2,Nakuru,Susan,,1000.0
70,Phone,100.0,4,Nairobi,Kelvin,2025-01-05,400.0
252,Camera,50.0,,Nakuru,Kelvin,,
415,,1200.0,2,Nairobi,Susan,2025-01-01,2400.0
787,Tablet,2000.0,2,,,Not Available,4000.0
445,Laptop,2000.0,2,,Kelvin,2025-01-05,4000.0
182,Laptop,,3,,Mary,2025-01-05,
167,Laptop,150.0,1,,Mary,2025-01-05,150.0
91,,,4,,Kelvin,,
714,Phone,2000.0,1,Kisumu,Kelvin,2025-01-01,2000.0
531,Headphones,50.0,1,,,,50.0
39,Camera,500.0,1,Nakuru,Mary,2025-01-01,500.0
126,Tablet,500.0,2,,Kelvin,,1000.0
451,,1200.0,5,Mombasa,Kelvin,2025-01-05,6000.0
173,Tablet,500.0,2,,,Not Available,1000.0
653,,1200.0,2,Nairobi,,2025-01-05,2400.0
754,,1200.0,,,Susan,,
220,Phone,1200.0,,Kisumu,,Not Available,
638,Laptop,2000.0,1,,James,2025-01-05,2000.0
58,Phone,2000.0,2,,Mary,Not Available,4000.0
660,,150.0,1,,Susan,2025-01-01,150.0
476,Headphones,100.0,,Mombasa,James,,
456,Headphones,1200.0,5,Mombasa,Kelvin,2025-01-05,6000.0
361,,1200.0,4,Kisumu,Kelvin,,4800.0
1,,100.0,1,Nairobi,Susan,2025-01-01,100.0
387,Camera,,5,,,2025-01-05,
348,Camera,1200.0,4,,Kelvin,2025-01-01,4800.0
190,,150.0,3,,Brian,,450.0
505,Headphones,500.0,1,Kisumu,Susan,2025-01-05,500.0
191,Headphones,500.0,1,Nakuru,James,,500.0
508,Headphones,50.0,3,Nakuru,Susan,Not Available,150.0
369,Phone,50.0,3,Kisumu,Mary,,150.0
409,Headphones,500.0,1,,,Not Available,500.0
117,Tablet,500.0,3,Kisumu,,2025-01-05,1500.0
134,Laptop,2000.0,2,,Susan,Not Available,4000.0
58,Headphones,150.0,4,Mombasa,Kelvin,2025-01-05,600.0
556,,100.0,4,Kisumu,Kelvin,2025-01-05,400.0
685,Laptop,50.0,4,,Brian,,200.0
672,Phone,2000.0,2,Kisumu,Brian,2025-01-05,4000.0
173,,2000.0,3,Kisumu,,Not Available,6000.0
149,Laptop,100.0,5,,Brian,,500.0
80,,2000.0,3,,James,,6000.0
213,Phone,150.0,1,Nairobi,Brian,2025-01-05,150.0
203,Tablet,500.0,,Kisumu,James,,
764,Phone,1200.0,4,Nakuru,Brian,,4800.0
229,Phone,100.0,3,Kisumu,,,300.0
676,,500.0,5,Kisumu,,2025-01-05,2500.0
227,,500.0,1,,James,,500.0
659,Camera,,2,Kisumu,Susan,2025-01-05,
532,Headphones,100.0,2,,,2025-01-05,200.0
441,Headphones,2000.0,5,Kisumu,Susan,,10000.0
402,Tablet,1200.0,1,,Kelvin,,1200.0
47,Tablet,100.0,4,Nakuru,James,2025-01-01,400.0
233,Headphones,2000.0,3,,,,6000.0
305,Camera,500.0,1,Kisumu,Mary,,500.0
526,Headphones,1200.0,2,,Kelvin,,2400.0
143,,2000.0,5,,Susan,Not Available,10000.0
415,Camera,150.0,5,,,2025-01-05,750.0
513,Tablet,2000.0,3,Mombasa,James,,6000.0
373,Laptop,,5,Nairobi,Brian,,
566,,500.0,5,Nakuru,Mary,2025-01-01,2500.0
259,,2000.0,1,Kisumu,Susan,,2000.0
656,,50.0,4,Mombasa,Kelvin,2025-01-05,200.0
471,Tablet,50.0,3,Kisumu,James,2025-01-05,150.0
12,Tablet,,1,Kisumu,Mary,,
330,Phone,150.0,4,,James,Not Available,600.0
736,,500.0,1,,,,500.0
784,Phone,100.0,,,Brian,,
358,Phone,,1,Mombasa,Kelvin,2025-01-01,
408,,150.0,5,Kisumu,James,,750.0
668,Phone,100.0,4,Nairobi,Susan,Not Available,400.0
373,Camera,50.0,3,Nakuru,,,150.0
8,Headphones,50.0,3,,,2025-01-05,150.0
122,Laptop,100.0,4,,Kelvin,,400.0
348,Tablet,,5,Kisumu,,,
676,Camera,50.0,2,Kisumu,Susan,,100.0
90,Laptop,500.0,1,Mombasa,James,,500.0
648,,1200.0,5,Mombasa,Kelvin,,6000.0
698,,2000.0,,,,,
316,,100.0,4,Kisumu,,2025-01-01,400.0
178,Camera,100.0,1,Nairobi,Susan,Not Available,100.0
540,Camera,50.0,3,Nakuru,Brian,,150.0
732,Tablet,,2,Kisumu,Brian,Not Available,
41,Headphones,500.0,,Kisumu,,,
740,Phone,,3,,James,,
704,,150.0,4,Mombasa,Kelvin,,600.0
502,,150.0,1,Nakuru,,2025-01-05,150.0
145,Headphones,1200.0,4,,Mary,2025-01-01,4800.0
201,,50.0,1,Kisumu,Kelvin,,50.0
724,Tablet,50.0,5,,Brian,,250.0
461,Tablet,50.0,2,Kisumu,,2025-01-05,100.0
732,Tablet,1200.0,5,,Susan,,6000.0
752,Laptop,150.0,5,Nakuru,Mary,2025-01-01,750.0
558,,,4,Mombasa,,,
547,Headphones,1200.0,2,Nakuru,James,2025-01-01,2400.0
253,Headphones,1200.0,1,,Mary,,1200.0
390,Camera,,1,Nairobi,,,
594,Camera,50.0,,Mombasa,James,,
256,,500.0,3,Nakuru,Mary,,1500.0
709,Camera,,,,James,Not Available,
450,Tablet,150.0,,Nairobi,James,,
10,Headphones,100.0,1,,Mary,2025-01-05,100.0
798,,100.0,4,Kisumu,Mary,2025-01-05,400.0
242,Tablet,2000.0,5,Kisumu,James,,10000.0
251,Laptop,2000.0,5,,Brian,2025-01-05,10000.0
5,Camera,1200.0,5,Mombasa,Mary,,6000.0
119,Tablet,100.0,2,Kisumu,,2025-01-05,200.0
374,Tablet,500.0,1,,Kelvin,Not Available,500.0
65,Laptop,50.0,4,Mombasa,Susan,2025-01-05,200.0
146,Phone,150.0,2,Kisumu,James,,300.0
224,Headphones,2000.0,3,,James,,6000.0
239,,500.0,4,Nakuru,Susan,2025-01-01,2000.0
177,,150.0,,,Brian,2025-01-01,
779,Phone,150.0,4,Nairobi,Susan,,600.0
282,Camera,50.0,4,Kisumu,Mary,Not Available,200.0
63,Tablet,1200.0,5,Nairobi,Susan,2025-01-05,6000.0
217,Laptop,100.0,4,Nairobi,James,Not Available,400.0
795,Laptop,50.0,,,Susan,2025-01-01,
689,Headphones,500.0,,Mombasa,Kelvin,,
461,Phone,1200.0,1,,,,1200.0
610,,500.0,4,Kisumu,Mary,Not Available,2000.0
105,Headphones,1200.0,5,Nairobi,Susan,Not Available,6000.0
99,Tablet,2000.0,4,Nakuru,James,2025-01-05,8000.0
511,Headphones,500.0,3,Nairobi,,,1500.0
385,,50.0,3,Nakuru,Mary,,150.0
405,Laptop,1200.0,5,,James,2025-01-05,6000.0
518,Laptop,1200.0,1,,Brian,,1200.0
476,Camera,150.0,1,Mombasa,Kelvin,2025-01-01,150.0
709,Camera,150.0,,Nairobi,Brian,,
645,,,,,Kelvin,2025-01-05,
771,Tablet,500.0,2,,Susan,,1000.0
437,,150.0,5,,Mary,,750.0
23,Phone,,4,Mombasa,Susan,Not Available,
565,Headphones,2000.0,5,Nakuru,Kelvin,2025-01-01,10000.0
677,,2000.0,2,Mombasa,Kelvin,,4000.0
714,Tablet,150.0,,Nairobi,Kelvin,,
458,Camera,500.0,5,Kisumu,,2025-01-05,2500.0
83,Headphones,1200.0,5,Kisumu,James,Not Available,6000.0
145,Camera,100.0,,Nakuru,Mary,Not Available,
85,Headphones,500.0,2,,Susan,2025-01-01,1000.0
78,Phone,50.0,,Nakuru,Susan,2025-01-05,
457,Tablet,2000.0,1,,Brian,2025-01-01,2000.0
1,Headphones,150.0,4,,Kelvin,,600.0
51,,150.0,,Kisumu,Kelvin,,
685,,1200.0,2,Nakuru,Kelvin,2025-01-01,2400.0
717,Laptop,50.0,3,Mombasa,Susan,,150.0
772,,1200.0,1,,Brian,2025-01-05,1200.0
446,,50.0,3,,James,,150.0
449,,100.0,,,,2025-01-05,
488,Laptop,2000.0,1,Mombasa,Mary,,2000.0
34,,150.0,4,,James,,600.0
348,Headphones,150.0,,Nairobi,Susan,,
95,Headphones,100.0,4,,,2025-01-05,400.0
72,Headphones,,5,Mombasa,,2025-01-05,
551,Laptop,2000.0,3,Nakuru,,2025-01-01,6000.0
154,,1200.0,1,,Kelvin,2025-01-05,1200.0
250,Laptop,100.0,4,Mombasa,Mary,2025-01-01,400.0
674,Headphones,1200.0,2,Kisumu,Susan,Not Available,2400.0
438,,500.0,4,Nakuru,Susan,Not Available,2000.0
118,,150.0,2,Kisumu,,Not Available,300.0
771,,1200.0,,,Susan,2025-01-05,
306,Camera,50.0,1,Nakuru,Mary,2025-01-05,50.0
268,Camera,1200.0,4,,Mary,2025-01-01,4800.0
54,Phone,500.0,4,Mombasa,Brian,,2000.0
236,Tablet,2000.0,1,,Brian,2025-01-01,2000.0
389,Camera,150.0,4,Nairobi,James,Not Available,600.0
734,Laptop,100.0,2,Nakuru,Mary,2025-01-01,200.0
763,Camera,500.0,4,Nakuru,Mary,,2000.0
401,Phone,150.0,3,,Mary,2025-01-05,450.0
624,,1200.0,,,Brian,2025-01-01,
767,Phone,2000.0,5,Kisumu,,Not Available,10000.0
303,,,2,,,Not Available,
207,,2000.0,3,Kisumu,Susan,2025-01-05,6000.0
229,,,,Kisumu,,2025-01-01,
578,,50.0,1,,Kelvin,,50.0
75,Tablet,2000.0,2,Nairobi,Brian,2025-01-05,4000.0
435,Camera,150.0,5,Kisumu,Mary,2025-01-01,750.0
103,Laptop,,,Kisumu,,,
422,Laptop,100.0,5,Nakuru,Brian,Not Available,500.0
704,Headphones,150.0,1,,,,150.0
764,,100.0,1,Mombasa,James,,100.0
738,Laptop,2000.0,2,Nairobi,Mary,,4000.0
306,Tablet,100.0,4,Nairobi,James,Not Available,400.0
98,,,1,,Mary,2025-01-01,
798,Tablet,150.0,,,Brian,2025-01-05,
335,Laptop,1200.0,4,,Susan,2025-01-01,4800.0
435,Laptop,500.0,3,Nakuru,,2025-01-05,1500.0
447,Headphones,,5,Nakuru,,,
308,Laptop,,4,,Kelvin,2025-01-01,
249,,1200.0,5,Nakuru,James,,6000.0
166,,150.0,4,Nairobi,,,600.0
481,,150.0,3,Nairobi,Brian,,450.0
335,,2000.0,1,Mombasa,Susan,,2000.0
542,Headphones,100.0,3,,Brian,2025-01-05,300.0
759,Headphones,2000.0,1,,James,,2000.0
106,Laptop,1200.0,1,Kisumu,Kelvin,,1200.0
563,Phone,2000.0,5,,,,10000.0
81,Phone,1200.0,,Kisumu,Brian,,
133,Headphones,150.0,3,Mombasa,Mary,,450.0
797,Laptop,100.0,4,Mombasa,Susan,2025-01-01,400.0
138,Phone,2000.0,3,Nakuru,Brian,2025-01-05,6000.0
184,Laptop,,5,Mombasa,Susan,,
401,Laptop,50.0,1,Mombasa,,,50.0
330,Laptop,500.0,5,Kisumu,Mary,Not Available,2500.0
785,Camera,,2,Nakuru,Kelvin,,
508,,150.0,2,Mombasa,Kelvin,2025-01-05,300.0
69,Laptop,500.0,4,,Mary,,2000.0
546,Camera,50.0,5,Mombasa,Susan,,250.0
774,Headphones,50.0,4,Nakuru,,,200.0
53,Phone,100.0,4,,Brian,,400.0
450,,500.0,2,Nakuru,Mary,Not Available,1000.0
205,,100.0,4,Kisumu,James,,400.0
126,Phone,,2,,Susan,,
747,,1200.0,1,,Kelvin,2025-01-01,1200.0
43,,1200.0,5,Nairobi,Mary,,6000.0
752,Phone,1200.0,4,Nakuru,Kelvin,,4800.0
111,,500.0,2,Kisumu,Susan,,1000.0
761,Phone,1200.0,3,,Kelvin,Not Available,3600.0
663,Phone,,4,,Mary,2025-01-05,
183,,100.0,,,Susan,2025-01-05,
95,Phone,500.0,1,Nakuru,James,,500.0
374,Phone,100.0,1,Mombasa,Mary,2025-01-05,100.0
520,,500.0,3,Nakuru,Brian,2025-01-05,1500.0
360,Headphones,100.0,2,Nairobi,,2025-01-01,200.0
696,Laptop,50.0,4,Nakuru,Mary,,200.0
281,Tablet,100.0,2,,Susan,,200.0
195,Camera,1200.0,1,,,2025-01-05,1200.0
195,Tablet,50.0,2,Nakuru,Mary,2025-01-05,100.0
667,Tablet,100.0,1,,James,2025-01-05,100.0
93,,500.0,2,Mombasa,James,Not Available,1000.0
672,Laptop,500.0,3,,Brian,,1500.0
61,,500.0,5,Nakuru,Kelvin,Not Available,2500.0
634,Laptop,150.0,3,Mombasa,,,450.0
51,,,3,,Susan,2025-01-01,
403,,500.0,5,,Susan,,2500.0
789,Laptop,50.0,5,Mombasa,Kelvin,2025-01-01,250.0
5,Phone,500.0,4,Kisumu,James,,2000.0
466,Headphones,150.0,4,Nakuru,James,,600.0
604,Phone,1200.0,3,,Mary,2025-01-01,3600.0
682,Headphones,50.0,3,,Brian,2025-01-01,150.0
534,,150.0,1,,,2025-01-01,150.0
405,Headphones,1200.0,1,,Brian,,1200.0
513,,2000.0,4,Mombasa,Brian,2025-01-05,8000.0
645,,2000.0,,,Mary,2025-01-01,
233,Tablet,50.0,,Kisumu,Brian,,
524,,100.0,4,Nakuru,Kelvin,,400.0
346,,,1,Nakuru,Mary,Not Available,
46,Tablet,,1,,Kelvin,Not Available,
546,Headphones,150.0,,Nairobi,Mary,,
78,Headphones,1200.0,2,Nairobi,Brian,2025-01-05,2400.0
730,,,2,Mombasa,Kelvin,2025-01-01,
73,Phone,1200.0,1,Nairobi,Kelvin,,1200.0
794,,1200.0,2,Mombasa,Kelvin,2025-01-01,2400.0
249,Phone,150.0,5,,Mary,,750.0
47,,150.0,4,Mombasa,Susan,Not Available,600.0
121,Tablet,150.0,4,Nairobi,Brian,2025-01-01,600.0
214,,,1,,Kelvin,,
239,Laptop,2000.0,3,,,2025-01-05,6000.0
56,Headphones,150.0,,Nairobi,Susan,,
350,Phone,,1,Mombasa,,2025-01-05,
107,,150.0,2,Kisumu,Brian,2025-01-01,300.0
48,Tablet,500.0,,Nakuru,Brian,2025-01-01,
573,Phone,1200.0,3,Nairobi,Kelvin,2025-01-05,3600.0
337,,150.0,2,Mombasa,Kelvin,Not Available,300.0
26,Headphones,50.0,5,,Mary,,250.0
257,,1200.0,2,Nairobi,Susan,,2400.0
8,Headphones,1200.0,5,Nairobi,Susan,,6000.0
625,Camera,150.0,,Nakuru,Kelvin,,
253,Laptop,2000.0,5,Mombasa,Brian,2025-01-01,10000.0
692,Camera,100.0,,Kisumu,Kelvin,,
719,Tablet,2000.0,,,Brian,,
303,Phone,150.0,,Mombasa,Brian,,
639,Tablet,1200.0,,,Kelvin,2025-01-05,
56,,50.0,,Nairobi,James,2025-01-01,
726,,1200.0,2,Nakuru,Susan,,2400.0
526,Headphones,2000.0,,Nakuru,,Not Available,
474,Camera,50.0,2,,Brian,2025-01-01,100.0
28,Camera,,,Kisumu,Brian,2025-01-01,
78,,500.0,5,Nakuru,James,,2500.0
216,Camera,1200.0,,Nairobi,,Not Available,
386,,150.0,3,Kisumu,Mary,2025-01-05,450.0
365,Tablet,,,Mombasa,James,,
666,Headphones,500.0,,Nakuru,,Not Available,
526,Phone,150.0,5,Kisumu,James,2025-01-01,750.0
699,,100.0,4,Nairobi,Brian,Not Available,400.0
312,Phone,150.0,5,,Susan,2025-01-01,750.0
7,Tablet,50.0,3,,James,,150.0
3,,50.0,4,,Mary,,200.0
623,Camera,100.0,1,Nairobi,Kelvin,,100.0
750,Laptop,,1,Nairobi,,,
363,Tablet,500.0,3,,James,,1500.0
751,Tablet,150.0,5,,James,,750.0
508,Headphones,50.0,2,Kisumu,Mary,2025-01-05,100.0
274,Phone,,3,,Susan,,
506,Tablet,100.0,4,Nairobi,James,Not Available,400.0
739,Tablet,2000.0,4,Nakuru,James,,8000.0
15,Camera,1200.0,,Mombasa,Susan,,
192,Camera,2000.0,1,,Mary,2025-01-01,2000.0
631,,2000.0,4,,,2025-01-01,8000.0
485,,50.0,3,Nakuru,,2025-01-01,150.0
28,,100.0,4,Nakuru,James,,400.0
714,Laptop,150.0,3,Nairobi,Susan,2025-01-05,450.0
39,,2000.0,2,,James,Not Available,4000.0
273,Headphones,2000.0,,Kisumu,Kelvin,Not Available,
231,Laptop,500.0,1,,,2025-01-05,500.0
86,,50.0,4,,Brian,2025-01-05,200.0
474,Camera,50.0,3,Nakuru,Kelvin,Not Available,150.0
126,,150.0,5,,James,,750.0
537,Phone,1200.0,1,,Mary,2025-01-01,1200.0
145,Camera,,2,Kisumu,,2025-01-01,
525,Headphones,500.0,3,Nakuru,Brian,Not Available,1500.0
212,Camera,50.0,,Kisumu,Kelvin,2025-01-05,
25,Headphones,500.0,,,,,
580,Headphones,50.0,2,,Susan,Not Available,100.0
394,Headphones,500.0,2,Mombasa,Mary,2025-01-01,1000.0
67,,100.0,,,Kelvin,,
233,Headphones,2000.0,4,,Susan,2025-01-05,8000.0
109,Headphones,50.0,4,,James,,200.0
146,Phone,500.0,3,,Susan,Not Available,1500.0
111,Laptop,,5,Nairobi,Kelvin,2025-01-01,
228,Tablet,100.0,3,,Kelvin,,300.0
111,Laptop,100.0,5,,James,,500.0
470,Headphones,,2,Kisumu,Susan,,
34,Phone,500.0,1,Mombasa,Susan,2025-01-01,500.0
623,Camera,150.0,3,Kisumu,James,,450.0
776,Phone,,3,Kisumu,Susan,,
369,Headphones,500.0,5,Nakuru,,,2500.0
748,Phone,,2,Nairobi,James,,
595,,,2,Kisumu,Mary,2025-01-01,
554,Phone,50.0,5,,Kelvin,,250.0
425,Headphones,500.0,2,,Mary,Not Available,1000.0
613,,150.0,,,,,
518,,2000.0,4,Nakuru,,2025-01-05,8000.0
692,Phone,50.0,,Nairobi,Brian,2025-01-05,
282,Tablet,,1,Nairobi,Brian,2025-01-01,
320,Tablet,2000.0,3,,Brian,Not Available,6000.0
738,Phone,1200.0,1,,James,,1200.0
443,,2000.0,3,Mombasa,Susan,2025-01-05,6000.0
315,Camera,,4,Nakuru,,2025-01-01,
741,Headphones,,2,,Mary,Not Available,
377,Tablet,500.0,,Nakuru,Mary,Not Available,
289,Camera,500.0,5,,Mary,2025-01-01,2500.0
437,Phone,50.0,,,Mary,2025-01-01,
662,Camera,150.0,4,Mombasa,Brian,,600.0
277,,50.0,1,Mombasa,Mary,2025-01-01,50.0
710,Laptop,100.0,5,Nairobi,Susan,,500.0
